,Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
,Aircraft,,,,,2,,,,3,6,1,,,8,14,,5,,,2,,15,8,34,25,,,,,,,,,,,19,99,,,,,68,126,153,162,158,113,32,,,,,,,,,,40,,,,,,,,,1090
,Ships,,,,,,110,38,112,,35,,61,100,,,,,,,32,,,,,28,,,,9,11,167,,,17,17,26,,,,15,30,,,,,,75,,,,,,,,,,,,,,,,,,,,882
