,Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,7,7,,,,,,,,,,,3,30,15,,,,,,,,5,6,10,40,50,49,42,,,3,2,50,60,57,91,10,,545
,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,30
,Peru,,,,,,,,,,,,,,,,,,,,,,5,,,,,6,6,132,513,18,54,54,3,266,47,3,265,22,,2,18,,,,,,,7,,,,,,,343,172,172,,,,,,10,10,48,2172
,Philippines,,,,,,,,,,,,,,,,,,,,,,,,6,5,14,14,14,14,,,,,,,,,,,4,16,16,,2,19,,,,,,,,,,,,,,,,1,3,,5,,16,148
,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,4,3,3,,2,14,28,28,14,21,28,,28,28,28,38,273
,Portugal,,,,,,,,48,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,125,13,,,,,25,9,9,,,252
,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,6,30,48,12,,,,106
,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,32,32,16,16,,16,118
,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,45,,54
,Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Saudi Arabia,,,,,,,,,,,,,,,,,,,35,35,,,,,,,9,,,,5,50,38,76,44,15,,,,,,,,,,,,,,,,,83,,6,,,,,,,,1,,,,396
,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
,Singapore,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,1,,4,20,20,16,,,21,21,,,6,6,16,18,64,,,,,,,,,10,18,13,,45,71,51,26,,452
,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2
,Somalia,,,,,,,,,,,10,,0,,,,,,4,,,,,,,,,,22,40,24,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124
,South Africa,,,,,,,,,,,,,,,,,61,47,9,41,21,52,54,69,66,32,39,51,28,32,18,13,20,16,10,,2,,,,,,,,,,,,,,,,,,,6,14,10,10,8,,,,,,,731
,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,10,12,17,5,34,24,2,22,114,53,,,45,,,,3,5,5,5,,,,,,,,,,,,,,,,373
,Soviet Union,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
,Spain,,,,,,,8,8,8,8,8,9,9,9,9,17,,,,,,,,4,32,,,30,18,51,53,43,3,3,,,3,59,70,70,15,9,9,21,48,6,24,1,21,21,7,32,14,3,21,61,50,54,38,,8,4,3,,,,998
