,Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Guyana,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7,,,,,,,,,,,,,,,,,18
,India,,,,156,73,,,254,224,,,61,15,17,26,14,22,9,32,7,28,20,21,21,30,31,28,28,28,29,33,42,44,45,75,524,498,172,186,99,81,70,54,53,56,50,43,42,42,42,41,18,11,15,148,100,5,9,13,18,25,29,34,51,52,148,4138
,Indonesia,,,,,,,,,,,,49,85,50,5,,9,,,5,,,,,,,,,6,51,105,116,22,17,27,7,,7,15,,,,,,,,12,16,6,,8,16,14,3,8,13,30,46,21,16,33,29,21,10,16,33,924
,Iran,,,,,,,,,,,,,,,,,5,5,5,5,10,153,2,2,2,2,,95,334,,,143,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,765
,Iraq,,,,,,,,,,,,,,,,,,14,12,5,32,24,3,2,2,48,65,99,67,79,279,647,675,816,992,946,121,92,233,69,192,,,,,,,,,,,,,,,,,,,,2,,,,,,5514
,Ireland,,,,4,,,,,,,,,,2,1,,,,,,7,,5,3,1,4,3,,,5,9,7,,,,,16,,,,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,66
,Israel,3,67,43,72,43,99,442,106,115,174,40,41,93,258,254,232,124,18,18,,9,9,9,15,15,15,18,18,18,44,44,,,7,10,10,7,,,,,3,,,3,3,14,21,17,,,,6,,,,,,,,,,,,,,2556
,Italy,,,,,,,,,,4,,13,48,50,54,46,15,,,,,162,162,162,,,,,,,,,5,5,5,5,10,10,10,10,10,8,8,8,8,8,8,15,18,13,13,10,11,9,1,8,,12,4,16,,,,30,20,40,1047
,Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,5
,Japan,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,7,14,7,,7,7,7,10,7,,7,,7,5,17,15,15,5,5,5,5,5,9,8,9,8,6,1,16,15,0,0,1,0,0,0,0,0,239
