,Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,6,6,6,8,16,20,24,25,26,22,8,1,,,,,,,,,,1,1,218,219,1,,,,,,,,,,610
,Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1
,Saudi Arabia,0,,1,0,0,0,1,0,1,,,,,,5,,91,35,249,246,5,10,21,25,,,15,13,3,,,12,,30,30,30,425,429,72,929,653,352,10,185,,,220,1029,630,8,35,,,,,,,,29,458,550,453,261,791,660,808,9812
,Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Singapore,,,,,,,6,,,,,,,,,1,8,,6,115,39,81,34,44,8,,7,,,,,,62,62,,,,,,,,,,,3,7,3,6,73,72,10,10,,,,,,,,,,,,,,,654
,Somalia,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4
,South Africa,37,,91,53,49,106,125,173,169,67,10,,166,114,121,165,161,8,8,6,30,8,21,13,13,5,5,7,3,4,2,2,2,74,74,,,5,,,,,,,,,,,,,,,,,,12,120,53,80,,6,,4,,,,2169
,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,20,25,19,110,106,87,95,,2,,5,,68,110,41,,,12,12,,,,,,,,12,12,24,764
,South Yemen,,,,,,,,,,,,,,,,,,27,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
