,Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
,Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3
,Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,33
,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,427,427,427,,427,,,,,2133
,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,65,113
,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,10
,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,16
,Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,4
,Peru,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36
,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,36,36,,24,24,,,,36,24,,,204
,Portugal,,,,,,,,,,,,,,,,,,,,,70,140,,,82,256,34,,,,2,,,,,,,,,,,,,,10,,,,,,,,,,,,,,25,60,77,24,,,,,780
,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
,Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,11
,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,33,,,,,,,,,,,,,,,,,,,,,,,,98,196,,98,196,656
,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,2,,,,,4
,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,20
,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,82,,,,,,,,,,,,,,,,,,,,,,98
,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,19
,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,20
,Syria,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,471,,,,,,,,,,,,,,,,,,,483
,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,25,49,49,74,74,82,74,,,,,,,,,,,,,,,135,229,73,865
,UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,309
,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,11,4,8,,,,,,,,,,,,,,,,,34,52,52,34,34,34,17,52,,351
,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,4,15,,,,,,,,1,,,,,,,,,,,,,,,,,,1,20,,,,,1,45
,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24
,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,20,,,,,,,,,,,,8,,,,,,,,,,,24,24,188,55,,,,333
,Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,36
,Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,8
,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,23,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,47
