,Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,135
,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,30,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,25,25,25,25,191
,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
,Singapore,,,,,,,,,,,,,,,,,,,,,5,18,12,,12,6,6,,,,,,,,,,,,,,,,,23,84,67,,,,,,,,,,,,,,,,,,9,14,5,259
,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,5
,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,11,33,22,43,49,,10,57,27,,,61,50,38,,7,35,35,35,,,25,25,25,,39,10,,10,,10,,,,668
,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,24,14,38,27,,14,14,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,151
,Sudan,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
,Sweden,,,,,,2,2,,17,3,,,15,2,13,2,18,18,2,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,106
,Taiwan (ROC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,260,27,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,628
,Thailand,,,,,,,,,,,,,,,,,,,,,,6,,14,6,,12,6,,12,6,,,53,101,,22,54,,,,,,8,9,28,,,,,,,,,,16,,8,,,,,,7,,,366
,Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30
,Turkey,,,,,,,,,,,,,34,34,,,,,,,,10,,,,,,6,6,6,64,58,63,58,,6,6,20,159,66,122,41,27,10,10,14,5,19,22,13,22,,,,,27,13,,13,13,13,42,38,50,55,,1163
,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,10,17,17,58
,UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,,,,,227,234,25,2,2,,,,,,,,,,,,,,,509
,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,10,,,10,19,,10,19,10,10,19,10,,29,,30,50,50,,,,,,,,,,,,,,10,10,,192,192,,,35,15,30,30,,,787
,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,,6,30,60,60,72,71,30,18,30,30,54,18,12,6,,,,,,,,,,,,,,,,,,,,46,77,46,46,731
,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,3
,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,30,,,,,,,,42,,,,,,,,25,23,20,,,,12,6,,,13,13,75,21,,10,4,353
